Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time
Qatar Airways,KTM,JFK,2024-01-10,2024-01-12,1419,2,33
China Southern,KTM,JFK,2024-01-10,2024-01-10,2100,3,35
Etihad,KTM,JFK,2024-01-10,2024-01-11,1620,1,36
China Southern,KTM,JFK,2024-01-10,2024-01-10,2145,2,39
China Southern,KTM,JFK,2024-01-10,2024-01-12,2220,3,37
Etihad,KTM,JFK,2024-01-10,2024-01-13,1530,2,34
Korean Air,KTM,JFK,2024-01-10,2024-01-13,1175,2,25
Emirates,KTM,JFK,2024-01-10,2024-01-10,1520,2,40
Air India,KTM,JFK,2024-01-10,2024-01-11,1620,3,36
Korean Air,KTM,JFK,2024-01-10,2024-01-11,1645,2,35
China Southern,KTM,JFK,2024-01-10,2024-01-12,2040,2,34
Cathay Pacific,KTM,JFK,2024-01-10,2024-01-10,2350,1,47
Turkish Airlines,KTM,JFK,2024-01-10,2024-01-12,2091,1,41
Turkish Airlines,KTM,JFK,2024-01-10,2024-01-13,1122,1,22
Etihad,KTM,JFK,2024-01-10,2024-01-11,2205,2,49
Qatar Airways,KTM,JFK,2024-01-10,2024-01-12,946,2,22
Emirates,KTM,JFK,2024-01-10,2024-01-11,874,2,23
Emirates,KTM,JFK,2024-01-10,2024-01-12,836,2,22
Korean Air,KTM,JFK,2024-01-10,2024-01-10,1128,3,24
Air India,KTM,JFK,2024-01-10,2024-01-13,1890,1,42
Turkish Airlines,KTM,JFK,2024-01-10,2024-01-13,1989,3,39
Air India,KTM,JFK,2024-01-10,2024-01-11,1710,2,38
Qatar Airways,KTM,JFK,2024-01-10,2024-01-12,989,2,23
China Southern,KTM,JFK,2024-01-10,2024-01-10,2310,1,42
Air India,KTM,JFK,2024-01-10,2024-01-11,2025,1,45
China Southern,KTM,JFK,2024-01-10,2024-01-12,1870,1,34
Emirates,KTM,JFK,2024-01-10,2024-01-12,1634,2,43
China Southern,KTM,JFK,2024-01-10,2024-01-12,1860,3,31
Qatar Airways,KTM,JFK,2024-01-10,2024-01-12,1032,1,24
Emirates,KTM,JFK,2024-01-10,2024-01-11,1330,2,35
China Southern,KTM,JFK,2024-01-10,2024-01-11,1925,1,35
Turkish Airlines,KTM,JFK,2024-01-10,2024-01-11,2193,1,43
Air India,KTM,JFK,2024-01-10,2024-01-12,1080,2,24
Emirates,KTM,JFK,2024-01-10,2024-01-13,1596,3,42
Qatar Airways,KTM,JFK,2024-01-10,2024-01-12,1075,2,25
China Southern,KTM,JFK,2024-01-10,2024-01-10,2220,3,37
Cathay Pacific,KTM,JFK,2024-01-10,2024-01-10,1200,2,24
China Southern,KTM,JFK,2024-01-10,2024-01-13,1870,3,34
Cathay Pacific,KTM,JFK,2024-01-10,2024-01-10,1500,1,30
Qatar Airways,KTM,JFK,2024-01-11,2024-01-13,2064,2,48
China Southern,KTM,JFK,2024-01-11,2024-01-13,2120,2,40
Etihad,KTM,JFK,2024-01-11,2024-01-12,1395,1,31
China Southern,KTM,JFK,2024-01-11,2024-01-12,1325,2,25
China Southern,KTM,JFK,2024-01-11,2024-01-14,1484,1,28
Etihad,KTM,JFK,2024-01-11,2024-01-14,2070,2,46
Korean Air,KTM,JFK,2024-01-11,2024-01-12,1628,3,37
Emirates,KTM,JFK,2024-01-11,2024-01-14,1254,2,33
Air India,KTM,JFK,2024-01-11,2024-01-11,945,2,21
Korean Air,KTM,JFK,2024-01-11,2024-01-12,1540,2,35
China Southern,KTM,JFK,2024-01-11,2024-01-13,1219,2,23
Cathay Pacific,KTM,JFK,2024-01-11,2024-01-12,960,3,20
Turkish Airlines,KTM,JFK,2024-01-11,2024-01-13,1880,2,40
Turkish Airlines,KTM,JFK,2024-01-11,2024-01-13,1880,1,40
Etihad,KTM,JFK,2024-01-11,2024-01-13,1665,1,37
Qatar Airways,KTM,JFK,2024-01-11,2024-01-12,1419,1,33
Emirates,KTM,JFK,2024-01-11,2024-01-11,1748,2,46
Emirates,KTM,JFK,2024-01-11,2024-01-12,1216,1,32
Korean Air,KTM,JFK,2024-01-11,2024-01-14,1936,2,44
Air India,KTM,JFK,2024-01-11,2024-01-11,900,2,20
Turkish Airlines,KTM,JFK,2024-01-11,2024-01-13,1363,1,29
Air India,KTM,JFK,2024-01-11,2024-01-13,1440,1,32
Qatar Airways,KTM,JFK,2024-01-11,2024-01-13,1419,3,33
China Southern,KTM,JFK,2024-01-11,2024-01-13,2544,1,48
Air India,KTM,JFK,2024-01-11,2024-01-13,2115,2,47
China Southern,KTM,JFK,2024-01-11,2024-01-11,1537,2,29
Emirates,KTM,JFK,2024-01-11,2024-01-12,760,2,20
China Southern,KTM,JFK,2024-01-11,2024-01-14,1908,3,36
Qatar Airways,KTM,JFK,2024-01-11,2024-01-14,1075,3,25
Emirates,KTM,JFK,2024-01-11,2024-01-12,1140,2,30
China Southern,KTM,JFK,2024-01-11,2024-01-11,1643,2,31
Turkish Airlines,KTM,JFK,2024-01-11,2024-01-13,2350,2,50
Air India,KTM,JFK,2024-01-11,2024-01-14,1440,2,32
Emirates,KTM,JFK,2024-01-11,2024-01-13,1482,3,39
Qatar Airways,KTM,JFK,2024-01-11,2024-01-13,1075,2,25
China Southern,KTM,JFK,2024-01-11,2024-01-14,1643,1,31
Cathay Pacific,KTM,JFK,2024-01-11,2024-01-12,1296,3,27
China Southern,KTM,JFK,2024-01-11,2024-01-13,1431,1,27
Cathay Pacific,KTM,JFK,2024-01-11,2024-01-11,2256,2,47
Qatar Airways,KTM,JFK,2024-01-11,2024-01-11,1406,1,38
China Southern,KTM,JFK,2024-01-11,2024-01-14,1113,1,21
Etihad,KTM,JFK,2024-01-11,2024-01-13,2115,3,47
China Southern,KTM,JFK,2024-01-11,2024-01-13,960,1,20
China Southern,KTM,JFK,2024-01-11,2024-01-14,2332,2,44
Etihad,KTM,JFK,2024-01-11,2024-01-14,1395,1,31
Korean Air,KTM,JFK,2024-01-11,2024-01-11,1628,2,37
Emirates,KTM,JFK,2024-01-11,2024-01-11,950,2,25
Air India,KTM,JFK,2024-01-11,2024-01-12,1350,2,30
Korean Air,KTM,JFK,2024-01-11,2024-01-12,1012,3,23
China Southern,KTM,JFK,2024-01-11,2024-01-11,1961,1,37
Cathay Pacific,KTM,JFK,2024-01-11,2024-01-14,1824,3,38
Turkish Airlines,KTM,JFK,2024-01-11,2024-01-11,1763,3,41
Turkish Airlines,KTM,JFK,2024-01-11,2024-01-14,1634,1,38
Etihad,KTM,JFK,2024-01-11,2024-01-14,1530,1,34
Qatar Airways,KTM,JFK,2024-01-11,2024-01-12,1147,2,31
Emirates,KTM,JFK,2024-01-11,2024-01-11,1292,1,34
Emirates,KTM,JFK,2024-01-11,2024-01-12,1102,2,29
Korean Air,KTM,JFK,2024-01-11,2024-01-11,1804,2,41
Air India,KTM,JFK,2024-01-11,2024-01-11,1215,1,27
Turkish Airlines,KTM,JFK,2024-01-11,2024-01-11,1763,3,41
Air India,KTM,JFK,2024-01-11,2024-01-14,1080,3,24
Qatar Airways,KTM,JFK,2024-01-11,2024-01-14,1369,3,37
China Southern,KTM,JFK,2024-01-11,2024-01-11,1920,3,40
Air India,KTM,JFK,2024-01-11,2024-01-14,945,1,21
China Southern,KTM,JFK,2024-01-11,2024-01-12,1680,2,35
Emirates,KTM,JFK,2024-01-11,2024-01-14,1558,1,41
China Southern,KTM,JFK,2024-01-11,2024-01-12,2279,1,43
Qatar Airways,KTM,JFK,2024-01-11,2024-01-12,1554,2,42
Emirates,KTM,JFK,2024-01-11,2024-01-13,1558,1,41
China Southern,KTM,JFK,2024-01-11,2024-01-11,1584,2,33
Turkish Airlines,KTM,JFK,2024-01-11,2024-01-11,1075,2,25
Air India,KTM,JFK,2024-01-11,2024-01-12,1665,3,37
Emirates,KTM,JFK,2024-01-11,2024-01-12,1216,2,32
Qatar Airways,KTM,JFK,2024-01-11,2024-01-11,814,1,22
China Southern,KTM,JFK,2024-01-11,2024-01-14,2544,2,48
Cathay Pacific,KTM,JFK,2024-01-11,2024-01-14,1632,1,34
China Southern,KTM,JFK,2024-01-11,2024-01-13,2304,1,48
Cathay Pacific,KTM,JFK,2024-01-11,2024-01-12,1920,3,40
Qatar Airways,KTM,JFK,2024-01-12,2024-01-13,999,1,27
China Southern,KTM,JFK,2024-01-12,2024-01-15,2200,2,44
Etihad,KTM,JFK,2024-01-12,2024-01-12,1845,3,41
China Southern,KTM,JFK,2024-01-12,2024-01-14,1196,1,26
China Southern,KTM,JFK,2024-01-12,2024-01-15,1200,1,24
Etihad,KTM,JFK,2024-01-12,2024-01-14,1485,1,33
Korean Air,KTM,JFK,2024-01-12,2024-01-15,2156,3,49
Emirates,KTM,JFK,2024-01-12,2024-01-14,1482,3,39
Air India,KTM,JFK,2024-01-12,2024-01-15,1032,3,24
Korean Air,KTM,JFK,2024-01-12,2024-01-14,1672,2,38
China Southern,KTM,JFK,2024-01-12,2024-01-13,1900,3,38
Cathay Pacific,KTM,JFK,2024-01-12,2024-01-12,2350,1,50
Turkish Airlines,KTM,JFK,2024-01-12,2024-01-13,1118,1,26
Turkish Airlines,KTM,JFK,2024-01-12,2024-01-14,1849,1,43
Etihad,KTM,JFK,2024-01-12,2024-01-13,1890,2,42
Qatar Airways,KTM,JFK,2024-01-12,2024-01-13,1739,3,47
Emirates,KTM,JFK,2024-01-12,2024-01-15,1406,2,37
Emirates,KTM,JFK,2024-01-12,2024-01-14,1064,3,28
Korean Air,KTM,JFK,2024-01-12,2024-01-13,1408,2,32
Air India,KTM,JFK,2024-01-12,2024-01-14,1591,2,37
Turkish Airlines,KTM,JFK,2024-01-12,2024-01-15,1935,1,45
Air India,KTM,JFK,2024-01-12,2024-01-14,1247,2,29
Qatar Airways,KTM,JFK,2024-01-12,2024-01-12,1739,2,47
China Southern,KTM,JFK,2024-01-12,2024-01-14,1702,1,37
Air India,KTM,JFK,2024-01-12,2024-01-14,1419,1,33
China Southern,KTM,JFK,2024-01-12,2024-01-14,1242,3,27
Emirates,KTM,JFK,2024-01-12,2024-01-14,1368,3,36
China Southern,KTM,JFK,2024-01-12,2024-01-15,1650,2,33
Qatar Airways,KTM,JFK,2024-01-12,2024-01-15,1554,1,42
Emirates,KTM,JFK,2024-01-12,2024-01-14,874,2,23
China Southern,KTM,JFK,2024-01-12,2024-01-15,1196,3,26
Turkish Airlines,KTM,JFK,2024-01-12,2024-01-12,1548,2,36
Air India,KTM,JFK,2024-01-12,2024-01-14,1032,1,24
Emirates,KTM,JFK,2024-01-12,2024-01-14,1786,2,47
Qatar Airways,KTM,JFK,2024-01-12,2024-01-14,1073,3,29
China Southern,KTM,JFK,2024-01-12,2024-01-12,1300,1,26
Cathay Pacific,KTM,JFK,2024-01-12,2024-01-12,1786,1,38
China Southern,KTM,JFK,2024-01-12,2024-01-15,1334,1,29
Cathay Pacific,KTM,JFK,2024-01-12,2024-01-13,2209,2,47
