,Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time,Seasons,Day_of_the_week,is_weekend,Flight_Class
2111,Easy Jet,Paris,London,2023-10-11,2023-10-11,735.0,1,5,Autumn,Wednesday,False,Business
2112,Vueling,Paris,London,2023-10-11,2023-10-11,763.0,0,7,Autumn,Wednesday,False,Business
2113,Lufthansa,Paris,London,2023-10-11,2023-10-11,196.0,0,7,Autumn,Wednesday,False,Economy
2114,Vueling,Paris,London,2023-10-11,2023-10-11,654.0,0,6,Autumn,Wednesday,False,Business
2115,Vueling,Paris,London,2023-10-11,2023-10-11,327.0,0,3,Autumn,Wednesday,False,Economy
2116,SWISS,Paris,London,2023-10-11,2023-10-11,198.0,0,6,Autumn,Wednesday,False,Economy
2117,Easy Jet,Paris,London,2023-10-11,2023-10-11,882.0,0,6,Autumn,Wednesday,False,Business
2118,Luxiar,Paris,London,2023-10-11,2023-10-11,128.0,1,8,Autumn,Wednesday,False,Economy
2119,SWISS,Paris,London,2023-10-11,2023-10-11,99.0,0,3,Autumn,Wednesday,False,Economy
2120,Air France,Paris,London,2023-10-11,2023-10-11,65.0,0,5,Autumn,Wednesday,False,Economy
2121,Air France,Paris,London,2023-10-11,2023-10-11,39.0,0,3,Autumn,Wednesday,False,Economy
2122,Vueling,Paris,London,2023-10-11,2023-10-11,872.0,0,8,Autumn,Wednesday,False,Business
2123,Vueling,Paris,London,2023-10-11,2023-10-11,654.0,1,6,Autumn,Wednesday,False,Business
2124,Lufthansa,Paris,London,2023-10-11,2023-10-11,140.0,0,5,Autumn,Wednesday,False,Economy
2125,Lufthansa,Paris,London,2023-10-11,2023-10-11,224.0,0,8,Autumn,Wednesday,False,Economy
2126,Easy Jet,Paris,London,2023-10-11,2023-10-11,735.0,1,5,Autumn,Wednesday,False,Business
2127,Lufthansa,Paris,London,2023-10-11,2023-10-11,84.0,0,3,Autumn,Wednesday,False,Economy
2128,Vueling,Paris,London,2023-10-11,2023-10-11,327.0,0,3,Autumn,Wednesday,False,Economy
2129,Lufthansa,Paris,London,2023-10-11,2023-10-11,112.0,0,4,Autumn,Wednesday,False,Economy
2130,Vueling,Paris,London,2023-10-11,2023-10-11,872.0,0,8,Autumn,Wednesday,False,Business
2131,Easy Jet,Paris,London,2023-10-11,2023-10-11,882.0,0,6,Autumn,Wednesday,False,Business
2132,Vueling,Paris,London,2023-10-11,2023-10-11,763.0,1,7,Autumn,Wednesday,False,Business
2133,Air France,Paris,London,2023-10-11,2023-10-11,65.0,1,5,Autumn,Wednesday,False,Economy
2134,Air France,Paris,London,2023-10-11,2023-10-11,65.0,0,5,Autumn,Wednesday,False,Economy
2135,Vueling,Paris,London,2023-10-11,2023-10-11,763.0,1,7,Autumn,Wednesday,False,Business
2136,Air France,Paris,London,2023-10-11,2023-10-11,91.0,0,7,Autumn,Wednesday,False,Economy
2137,Vueling,Paris,London,2023-10-11,2023-10-11,436.0,0,4,Autumn,Wednesday,False,Economy
2138,Easy Jet,Paris,London,2023-10-11,2023-10-11,1176.0,1,8,Autumn,Wednesday,False,First
2139,Lufthansa,Paris,London,2023-10-11,2023-10-11,224.0,0,8,Autumn,Wednesday,False,Economy
2140,Lufthansa,Paris,London,2023-10-11,2023-10-11,196.0,0,7,Autumn,Wednesday,False,Economy
2141,Luxiar,Paris,London,2023-10-11,2023-10-11,96.0,0,6,Autumn,Wednesday,False,Economy
2142,Vueling,Paris,London,2023-10-11,2023-10-11,763.0,1,7,Autumn,Wednesday,False,Business
2143,SWISS,Paris,London,2023-10-11,2023-10-11,231.0,0,7,Autumn,Wednesday,False,Economy
2144,Vueling,Paris,London,2023-10-11,2023-10-11,545.0,1,5,Autumn,Wednesday,False,Business
2145,SWISS,Paris,London,2023-10-11,2023-10-11,132.0,0,4,Autumn,Wednesday,False,Economy
2146,Air France,Paris,London,2023-10-11,2023-10-11,104.0,1,8,Autumn,Wednesday,False,Economy
2147,Vueling,Paris,London,2023-10-11,2023-10-11,872.0,1,8,Autumn,Wednesday,False,Business
2148,Vueling,Paris,London,2023-10-11,2023-10-11,327.0,0,3,Autumn,Wednesday,False,Economy
2149,Air France,Paris,London,2023-10-11,2023-10-11,65.0,1,5,Autumn,Wednesday,False,Economy
2150,Air France,Paris,London,2023-10-11,2023-10-11,78.0,0,6,Autumn,Wednesday,False,Economy
2151,Lufthansa,Paris,London,2023-10-11,2023-10-11,168.0,1,6,Autumn,Wednesday,False,Economy
2152,SWISS,Paris,London,2023-10-11,2023-10-11,198.0,1,6,Autumn,Wednesday,False,Economy
2153,SWISS,Paris,London,2023-10-11,2023-10-11,198.0,1,6,Autumn,Wednesday,False,Economy
2154,Lufthansa,Paris,London,2023-10-11,2023-10-11,224.0,0,8,Autumn,Wednesday,False,Economy
2155,Air France,Paris,London,2023-10-11,2023-10-11,65.0,1,5,Autumn,Wednesday,False,Economy
2156,Lufthansa,Paris,London,2023-10-11,2023-10-11,112.0,0,4,Autumn,Wednesday,False,Economy
2157,Lufthansa,Paris,London,2023-10-11,2023-10-11,84.0,1,3,Autumn,Wednesday,False,Economy
2158,Lufthansa,Paris,London,2023-10-11,2023-10-11,112.0,1,4,Autumn,Wednesday,False,Economy
2159,Lufthansa,Paris,London,2023-10-11,2023-10-11,224.0,0,8,Autumn,Wednesday,False,Economy
2160,Air France,Paris,London,2023-10-11,2023-10-11,104.0,0,8,Autumn,Wednesday,False,Economy
2161,Vueling,Paris,London,2023-10-11,2023-10-11,654.0,0,6,Autumn,Wednesday,False,Business
2162,Air France,Paris,London,2023-10-11,2023-10-11,52.0,0,4,Autumn,Wednesday,False,Economy
2163,Lufthansa,Paris,London,2023-10-11,2023-10-11,168.0,0,6,Autumn,Wednesday,False,Economy
2164,Easy Jet,Paris,London,2023-10-11,2023-10-11,735.0,0,5,Autumn,Wednesday,False,Business
2165,Lufthansa,Paris,London,2023-10-11,2023-10-11,224.0,1,8,Autumn,Wednesday,False,Economy
2166,Easy Jet,Paris,London,2023-10-11,2023-10-11,1176.0,0,8,Autumn,Wednesday,False,First
2167,Easy Jet,Paris,London,2023-10-11,2023-10-11,882.0,1,6,Autumn,Wednesday,False,Business
2168,Vueling,Paris,London,2023-10-11,2023-10-11,436.0,0,4,Autumn,Wednesday,False,Economy
2169,Luxiar,Paris,London,2023-10-11,2023-10-11,48.0,1,3,Autumn,Wednesday,False,Economy
2170,Vueling,Paris,London,2023-10-11,2023-10-11,654.0,0,6,Autumn,Wednesday,False,Business
2171,Lufthansa,Paris,London,2023-10-11,2023-10-11,140.0,1,5,Autumn,Wednesday,False,Economy
2172,Air France,Paris,London,2023-10-11,2023-10-11,52.0,1,4,Autumn,Wednesday,False,Economy
2173,Easy Jet,Paris,London,2023-10-11,2023-10-11,1176.0,1,8,Autumn,Wednesday,False,First
2174,SWISS,Paris,London,2023-10-11,2023-10-11,264.0,0,8,Autumn,Wednesday,False,Economy
2175,Air France,Paris,London,2023-10-11,2023-10-11,52.0,0,4,Autumn,Wednesday,False,Economy
2176,Luxiar,Paris,London,2023-10-11,2023-10-11,128.0,1,8,Autumn,Wednesday,False,Economy
2177,Easy Jet,Paris,London,2023-10-11,2023-10-11,1029.0,1,7,Autumn,Wednesday,False,First
2178,Vueling,Paris,London,2023-10-11,2023-10-11,763.0,0,7,Autumn,Wednesday,False,Business
2179,Lufthansa,Paris,London,2023-10-11,2023-10-11,196.0,0,7,Autumn,Wednesday,False,Economy
2180,Lufthansa,Paris,London,2023-10-11,2023-10-11,196.0,1,7,Autumn,Wednesday,False,Economy
2181,Vueling,Paris,London,2023-10-11,2023-10-11,872.0,0,8,Autumn,Wednesday,False,Business
2182,Air France,Paris,London,2023-10-11,2023-10-11,52.0,0,4,Autumn,Wednesday,False,Economy
2183,Vueling,Paris,London,2023-10-11,2023-10-11,654.0,0,6,Autumn,Wednesday,False,Business
2184,Air France,Paris,London,2023-10-11,2023-10-11,91.0,1,7,Autumn,Wednesday,False,Economy
2185,Air France,Paris,London,2023-10-11,2023-10-11,104.0,1,8,Autumn,Wednesday,False,Economy
2186,Lufthansa,Paris,London,2023-10-11,2023-10-11,196.0,0,7,Autumn,Wednesday,False,Economy
2187,Air France,Paris,London,2023-10-11,2023-10-11,39.0,0,3,Autumn,Wednesday,False,Economy
2188,Lufthansa,Paris,London,2023-10-11,2023-10-11,112.0,0,4,Autumn,Wednesday,False,Economy
2189,Lufthansa,Paris,London,2023-10-11,2023-10-11,224.0,0,8,Autumn,Wednesday,False,Economy
2190,Lufthansa,Paris,London,2023-10-11,2023-10-11,196.0,1,7,Autumn,Wednesday,False,Economy
2191,Easy Jet,Paris,London,2023-10-11,2023-10-11,441.0,0,3,Autumn,Wednesday,False,Economy
2192,Lufthansa,Paris,London,2023-10-11,2023-10-11,112.0,1,4,Autumn,Wednesday,False,Economy
2193,Air France,Paris,London,2023-10-11,2023-10-11,104.0,0,8,Autumn,Wednesday,False,Economy
2194,SWISS,Paris,London,2023-10-11,2023-10-11,264.0,0,8,Autumn,Wednesday,False,Economy
2195,Air France,Paris,London,2023-10-11,2023-10-11,65.0,0,5,Autumn,Wednesday,False,Economy
2196,SWISS,Paris,London,2023-10-11,2023-10-11,165.0,0,5,Autumn,Wednesday,False,Economy
2197,Easy Jet,Paris,London,2023-10-11,2023-10-11,1029.0,0,7,Autumn,Wednesday,False,First
2198,SWISS,Paris,London,2023-10-11,2023-10-11,99.0,0,3,Autumn,Wednesday,False,Economy
2199,Vueling,Paris,London,2023-10-11,2023-10-11,872.0,1,8,Autumn,Wednesday,False,Business
2200,Lufthansa,Paris,London,2023-10-11,2023-10-11,196.0,0,7,Autumn,Wednesday,False,Economy
2201,SWISS,Paris,London,2023-10-11,2023-10-11,132.0,1,4,Autumn,Wednesday,False,Economy
2202,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,1209.0,2,39,Autumn,Friday,False,First
2203,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1178.0,1,31,Autumn,Friday,False,First
2204,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,1302.0,2,42,Autumn,Friday,False,First
2205,Air India,Kathmandu,Chicago,2023-10-13,2023-10-15,1406.0,1,37,Autumn,Friday,False,First
2206,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-15,1400.0,2,35,Autumn,Friday,False,First
2207,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,682.0,2,22,Autumn,Friday,False,Business
2208,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-15,1400.0,1,35,Autumn,Friday,False,First
2209,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1080.0,2,27,Autumn,Friday,False,First
2210,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,713.0,2,23,Autumn,Friday,False,Business
2211,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,1395.0,2,45,Autumn,Friday,False,First
2212,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,806.0,1,26,Autumn,Friday,False,Business
2213,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1330.0,1,35,Autumn,Friday,False,First
2214,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,806.0,2,26,Autumn,Friday,False,Business
2215,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,1333.0,2,43,Autumn,Friday,False,First
2216,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,888.0,1,24,Autumn,Friday,False,Business
2217,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1320.0,2,33,Autumn,Friday,False,First
2218,Air India,Kathmandu,Chicago,2023-10-13,2023-10-15,1216.0,1,32,Autumn,Friday,False,First
2219,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,1554.0,2,42,Autumn,Friday,False,First
2220,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1080.0,2,27,Autumn,Friday,False,First
2221,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,1085.0,2,35,Autumn,Friday,False,First
2222,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,988.0,2,26,Autumn,Friday,False,Business
2223,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,837.0,2,27,Autumn,Friday,False,Business
2224,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1254.0,1,33,Autumn,Friday,False,First
2225,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,1116.0,2,36,Autumn,Friday,False,First
2226,Air India,Kathmandu,Chicago,2023-10-13,2023-10-15,1406.0,1,37,Autumn,Friday,False,First
2227,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,1073.0,1,29,Autumn,Friday,False,First
2228,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1672.0,1,44,Autumn,Friday,False,First
2229,Air India,Kathmandu,Chicago,2023-10-13,2023-10-15,1254.0,2,33,Autumn,Friday,False,First
2230,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,1271.0,1,41,Autumn,Friday,False,First
2231,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,1333.0,1,43,Autumn,Friday,False,First
2232,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,1665.0,1,45,Autumn,Friday,False,First
2233,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1800.0,1,45,Autumn,Friday,False,First
2234,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,1665.0,1,45,Autumn,Friday,False,First
2235,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,1258.0,1,34,Autumn,Friday,False,First
2236,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1824.0,2,48,Autumn,Friday,False,First
2237,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,1295.0,1,35,Autumn,Friday,False,First
2238,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,713.0,2,23,Autumn,Friday,False,Business
2239,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,814.0,1,22,Autumn,Friday,False,Business
2240,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1560.0,1,39,Autumn,Friday,False,First
2241,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,837.0,2,27,Autumn,Friday,False,Business
2242,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,1369.0,2,37,Autumn,Friday,False,First
2243,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,1221.0,2,33,Autumn,Friday,False,First
2244,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,1085.0,2,35,Autumn,Friday,False,First
2245,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1596.0,2,42,Autumn,Friday,False,First
2246,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,837.0,2,27,Autumn,Friday,False,Business
2247,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,1488.0,2,48,Autumn,Friday,False,First
2248,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,1116.0,2,36,Autumn,Friday,False,First
2249,Air India,Kathmandu,Chicago,2023-10-13,2023-10-15,1482.0,2,39,Autumn,Friday,False,First
2250,Air India,Kathmandu,Chicago,2023-10-13,2023-10-15,1026.0,2,27,Autumn,Friday,False,First
2251,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1680.0,1,42,Autumn,Friday,False,First
2252,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,1054.0,2,34,Autumn,Friday,False,First
2253,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1880.0,1,47,Autumn,Friday,False,First
2254,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,744.0,1,24,Autumn,Friday,False,Business
2255,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,1240.0,2,40,Autumn,Friday,False,First
2256,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,1258.0,1,34,Autumn,Friday,False,First
2257,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,1110.0,1,30,Autumn,Friday,False,First
2258,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,1457.0,2,47,Autumn,Friday,False,First
2259,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,961.0,1,31,Autumn,Friday,False,Business
2260,Air India,Kathmandu,Chicago,2023-10-13,2023-10-15,1634.0,2,43,Autumn,Friday,False,First
2261,Air India,Kathmandu,Chicago,2023-10-13,2023-10-15,1178.0,1,31,Autumn,Friday,False,First
2262,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,713.0,1,23,Autumn,Friday,False,Business
2263,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,1271.0,1,41,Autumn,Friday,False,First
2264,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1748.0,1,46,Autumn,Friday,False,First
2265,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,1178.0,1,38,Autumn,Friday,False,First
2266,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,1776.0,1,48,Autumn,Friday,False,First
2267,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-15,1280.0,1,32,Autumn,Friday,False,First
2268,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,1295.0,2,35,Autumn,Friday,False,First
2269,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,1184.0,1,32,Autumn,Friday,False,First
2270,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1320.0,1,33,Autumn,Friday,False,First
2271,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1672.0,2,44,Autumn,Friday,False,First
2272,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,1333.0,1,43,Autumn,Friday,False,First
2273,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1140.0,2,30,Autumn,Friday,False,First
2274,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1840.0,1,46,Autumn,Friday,False,First
2275,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,840.0,1,21,Autumn,Friday,False,Business
2276,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-15,920.0,2,23,Autumn,Friday,False,Business
2277,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,992.0,1,32,Autumn,Friday,False,Business
2278,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,777.0,2,21,Autumn,Friday,False,Business
2279,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,925.0,1,25,Autumn,Friday,False,Business
2280,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,1054.0,1,34,Autumn,Friday,False,First
2281,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1880.0,1,47,Autumn,Friday,False,First
2282,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,1221.0,1,33,Autumn,Friday,False,First
2283,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,950.0,2,25,Autumn,Friday,False,Business
2284,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,1036.0,2,28,Autumn,Friday,False,First
2285,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1600.0,1,40,Autumn,Friday,False,First
2286,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,930.0,2,30,Autumn,Friday,False,Business
2287,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,1085.0,1,35,Autumn,Friday,False,First
2288,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,1426.0,1,46,Autumn,Friday,False,First
2289,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-14,868.0,1,28,Autumn,Friday,False,Business
2290,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1216.0,1,32,Autumn,Friday,False,First
2291,Air India,Kathmandu,Chicago,2023-10-13,2023-10-15,1330.0,1,35,Autumn,Friday,False,First
2292,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1748.0,1,46,Autumn,Friday,False,First
2293,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,1221.0,1,33,Autumn,Friday,False,First
2294,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,1591.0,1,43,Autumn,Friday,False,First
2295,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,992.0,1,32,Autumn,Friday,False,Business
2296,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1760.0,2,44,Autumn,Friday,False,First
2297,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-15,1520.0,2,38,Autumn,Friday,False,First
2298,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1160.0,1,29,Autumn,Friday,False,First
2299,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,1369.0,2,37,Autumn,Friday,False,First
2300,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1292.0,1,34,Autumn,Friday,False,First
2301,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1330.0,2,35,Autumn,Friday,False,First
2302,Air India,Kathmandu,Chicago,2023-10-13,2023-10-14,1786.0,2,47,Autumn,Friday,False,First
2303,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,925.0,1,25,Autumn,Friday,False,Business
2304,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,814.0,1,22,Autumn,Friday,False,Business
2305,Korean Air,Kathmandu,Chicago,2023-10-13,2023-10-14,1720.0,2,43,Autumn,Friday,False,First
2306,Air India,Kathmandu,Chicago,2023-10-13,2023-10-15,1520.0,2,40,Autumn,Friday,False,First
2307,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-15,1554.0,1,42,Autumn,Friday,False,First
2308,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,682.0,2,22,Autumn,Friday,False,Business
2309,Air India,Kathmandu,Chicago,2023-10-13,2023-10-15,988.0,1,26,Autumn,Friday,False,Business
2310,Qatar Airways,Kathmandu,Chicago,2023-10-13,2023-10-14,851.0,1,23,Autumn,Friday,False,Business
2311,Emirates,Kathmandu,Chicago,2023-10-13,2023-10-15,1116.0,2,36,Autumn,Friday,False,First
2312,Qatar Airways,Kathmandu,New York,2023-10-13,2023-10-14,1395.0,1,45,Autumn,Friday,False,First
2313,Air India,Kathmandu,New York,2023-10-13,2023-10-14,1015.0,2,35,Autumn,Friday,False,First
2314,Turkish Airlines,Kathmandu,New York,2023-10-13,2023-10-15,2318.0,1,38,Autumn,Friday,False,First
2315,Air India,Kathmandu,New York,2023-10-13,2023-10-15,841.0,1,29,Autumn,Friday,False,Business
2316,Korean Air,Kathmandu,New York,2023-10-13,2023-10-14,2385.0,1,45,Autumn,Friday,False,First
2317,Air India,Kathmandu,New York,2023-10-13,2023-10-14,957.0,1,33,Autumn,Friday,False,Business
2318,Korean Air,Kathmandu,New York,2023-10-13,2023-10-14,1537.0,2,29,Autumn,Friday,False,First
2319,Turkish Airlines,Kathmandu,New York,2023-10-13,2023-10-14,1830.0,1,30,Autumn,Friday,False,First
2320,Qatar Airways,Kathmandu,New York,2023-10-13,2023-10-15,1023.0,2,33,Autumn,Friday,False,First
2321,Qatar Airways,Kathmandu,New York,2023-10-13,2023-10-14,1457.0,2,47,Autumn,Friday,False,First
2322,Air India,Kathmandu,New York,2023-10-13,2023-10-14,957.0,2,33,Autumn,Friday,False,Business
2323,Air India,Kathmandu,New York,2023-10-13,2023-10-14,667.0,1,23,Autumn,Friday,False,Business
2324,Turkish Airlines,Kathmandu,New York,2023-10-13,2023-10-15,1952.0,1,32,Autumn,Friday,False,First
2325,Qatar Airways,Kathmandu,New York,2023-10-13,2023-10-15,1116.0,2,36,Autumn,Friday,False,First
2326,Turkish Airlines,Kathmandu,New York,2023-10-13,2023-10-14,2928.0,1,48,Autumn,Friday,False,First
2327,Qatar Airways,Kathmandu,New York,2023-10-13,2023-10-14,713.0,2,23,Autumn,Friday,False,Business
2328,Qatar Airways,Kathmandu,New York,2023-10-13,2023-10-14,1302.0,2,42,Autumn,Friday,False,First
2329,Air India,Kathmandu,New York,2023-10-13,2023-10-14,638.0,1,22,Autumn,Friday,False,Business
2330,Turkish Airlines,Kathmandu,New York,2023-10-13,2023-10-14,1647.0,1,27,Autumn,Friday,False,First
2331,Air India,Kathmandu,New York,2023-10-13,2023-10-14,1160.0,1,40,Autumn,Friday,False,First
2332,Air India,Kathmandu,New York,2023-10-13,2023-10-15,1363.0,2,47,Autumn,Friday,False,First
2333,Turkish Airlines,Kathmandu,New York,2023-10-13,2023-10-15,2806.0,2,46,Autumn,Friday,False,First
2334,Qatar Airways,Kathmandu,New York,2023-10-13,2023-10-14,1302.0,1,42,Autumn,Friday,False,First
2335,Qatar Airways,Kathmandu,New York,2023-10-13,2023-10-14,1240.0,1,40,Autumn,Friday,False,First
2336,Korean Air,Kathmandu,New York,2023-10-13,2023-10-15,2385.0,2,45,Autumn,Friday,False,First
2337,Qatar Airways,Kathmandu,New York,2023-10-13,2023-10-15,837.0,1,27,Autumn,Friday,False,Business
2338,Korean Air,Kathmandu,New York,2023-10-13,2023-10-15,1961.0,2,37,Autumn,Friday,False,First
2339,Turkish Airlines,Kathmandu,New York,2023-10-13,2023-10-15,1647.0,2,27,Autumn,Friday,False,First
2340,Turkish Airlines,Kathmandu,New York,2023-10-13,2023-10-14,2684.0,1,44,Autumn,Friday,False,First
2341,Air India,Kathmandu,New York,2023-10-13,2023-10-14,899.0,2,31,Autumn,Friday,False,Business
2342,Air India,Kathmandu,New York,2023-10-13,2023-10-15,1015.0,2,35,Autumn,Friday,False,First
2343,Cathay Pacific,Kathmandu,New York,2023-10-13,2023-10-14,2240.0,2,40,Autumn,Friday,False,First
2344,Qatar Airways,Kathmandu,New York,2023-10-13,2023-10-14,837.0,2,27,Autumn,Friday,False,Business
2345,Air India,Kathmandu,New York,2023-10-13,2023-10-14,1073.0,2,37,Autumn,Friday,False,First
2346,Turkish Airlines,Kathmandu,New York,2023-10-13,2023-10-15,1647.0,2,27,Autumn,Friday,False,First
2347,Korean Air,Kathmandu,New York,2023-10-13,2023-10-14,2544.0,2,48,Autumn,Friday,False,First
2348,Korean Air,Kathmandu,New York,2023-10-13,2023-10-14,2385.0,2,45,Autumn,Friday,False,First
