,Airline,Departure,Destination,Departure_date,Arrival_date,Ticket_Price(Dollars),Stops,Travel_Time,seasons,Day_of_the_week
1475,China Southern,KTM,JFK,2023-12-30,2024-01-01,2860,3,44,Winter,Saturday
1476,China Southern,KTM,JFK,2023-12-30,2024-01-02,1554,2,21,Winter,Saturday
1477,Turkish Airlines,KTM,JFK,2023-12-30,2024-01-02,2109,3,37,Winter,Saturday
1478,Qatar Airways,KTM,JFK,2023-12-30,2024-01-02,966,1,23,Winter,Saturday
1479,Emirates,KTM,JFK,2023-12-30,2024-01-02,858,2,22,Winter,Saturday
1480,Emirates,KTM,JFK,2023-12-30,2023-12-30,1755,2,45,Winter,Saturday
1481,Korean Air,KTM,JFK,2023-12-30,2023-12-30,2622,3,46,Winter,Saturday
1482,China Southern,KTM,JFK,2023-12-30,2023-12-31,3120,3,48,Winter,Saturday
1483,Air India,KTM,JFK,2023-12-30,2024-01-01,2268,1,42,Winter,Saturday
1484,Korean Air,KTM,JFK,2023-12-30,2024-01-01,1425,2,25,Winter,Saturday
1485,Cathay Pacific,KTM,JFK,2023-12-30,2024-01-01,1914,3,33,Winter,Saturday
1486,Air India,KTM,JFK,2023-12-30,2024-01-02,2268,1,42,Winter,Saturday
1487,Turkish Airlines,KTM,JFK,2023-12-30,2024-01-02,1140,3,20,Winter,Saturday
1488,Turkish Airlines,KTM,JFK,2023-12-30,2024-01-02,2394,2,42,Winter,Saturday
1489,Turkish Airlines,KTM,JFK,2023-12-30,2023-12-31,1938,1,34,Winter,Saturday
1490,Qatar Airways,KTM,JFK,2023-12-30,2023-12-31,2016,3,48,Winter,Saturday
1491,China Southern,KTM,JFK,2023-12-30,2024-01-01,2015,2,31,Winter,Saturday
1492,Cathay Pacific,KTM,JFK,2023-12-30,2024-01-01,1914,2,33,Winter,Saturday
1493,Emirates,KTM,JFK,2023-12-30,2024-01-01,819,3,21,Winter,Saturday
1494,Etihad,KTM,JFK,2023-12-30,2024-01-02,900,2,20,Winter,Saturday
1495,Qatar Airways,KTM,JFK,2023-12-30,2024-01-02,1932,3,46,Winter,Saturday
1496,Qatar Airways,KTM,JFK,2023-12-30,2024-01-01,924,3,22,Winter,Saturday
1497,Korean Air,KTM,JFK,2023-12-30,2023-12-30,2223,1,39,Winter,Saturday
1498,Cathay Pacific,KTM,JFK,2023-12-30,2024-01-02,2378,3,41,Winter,Saturday
1499,China Southern,KTM,JFK,2023-12-30,2024-01-02,3700,2,50,Winter,Saturday
1500,Emirates,KTM,JFK,2023-12-30,2024-01-01,1560,1,40,Winter,Saturday
1501,Qatar Airways,KTM,JFK,2023-12-30,2023-12-30,1218,2,29,Winter,Saturday
1502,Etihad,KTM,JFK,2023-12-30,2024-01-01,1530,3,34,Winter,Saturday
1503,Etihad,KTM,JFK,2023-12-30,2024-01-02,945,1,21,Winter,Saturday
1504,Air India,KTM,JFK,2023-12-30,2023-12-31,2268,2,42,Winter,Saturday
1505,Emirates,KTM,JFK,2023-12-30,2023-12-30,1053,3,27,Winter,Saturday
1506,Etihad,KTM,JFK,2023-12-30,2023-12-30,1125,1,25,Winter,Saturday
1507,China Southern,KTM,JFK,2023-12-31,2024-01-03,2886,2,39,Winter,Sunday
1508,Qatar Airways,KTM,JFK,2023-12-31,2024-01-03,1218,3,29,Winter,Sunday
1509,Air India,KTM,JFK,2023-12-31,2024-01-02,2376,1,44,Winter,Sunday
1510,Cathay Pacific,KTM,JFK,2023-12-31,2024-01-01,2610,3,45,Winter,Sunday
1511,Emirates,KTM,JFK,2023-12-31,2024-01-02,858,2,22,Winter,Sunday
1512,China Southern,KTM,JFK,2023-12-31,2024-01-01,1625,3,25,Winter,Sunday
1513,China Southern,KTM,JFK,2023-12-31,2024-01-02,1300,3,20,Winter,Sunday
1514,Turkish Airlines,KTM,JFK,2023-12-31,2024-01-03,1995,1,35,Winter,Sunday
1515,Korean Air,KTM,JFK,2023-12-31,2024-01-02,1425,1,25,Winter,Sunday
1516,Korean Air,KTM,JFK,2023-12-31,2024-01-01,1767,2,31,Winter,Sunday
1517,Emirates,KTM,JFK,2023-12-31,2023-12-31,1443,2,37,Winter,Sunday
1518,China Southern,KTM,JFK,2023-12-31,2024-01-02,3404,3,46,Winter,Sunday
1519,China Southern,KTM,JFK,2023-12-31,2024-01-02,3055,3,47,Winter,Sunday
1520,China Southern,KTM,JFK,2023-12-31,2023-12-31,3552,1,48,Winter,Sunday
1521,Turkish Airlines,KTM,JFK,2023-12-31,2024-01-01,1596,1,28,Winter,Sunday
1522,Air India,KTM,JFK,2023-12-31,2023-12-31,2592,1,48,Winter,Sunday
1523,China Southern,KTM,JFK,2023-12-31,2023-12-31,2665,2,41,Winter,Sunday
1524,China Southern,KTM,JFK,2023-12-31,2024-01-02,2294,1,31,Winter,Sunday
1525,Turkish Airlines,KTM,JFK,2023-12-31,2024-01-03,2736,1,48,Winter,Sunday
1526,Qatar Airways,KTM,JFK,2023-12-31,2024-01-02,1008,3,24,Winter,Sunday
1527,Emirates,KTM,JFK,2023-12-31,2023-12-31,1131,1,29,Winter,Sunday
1528,Emirates,KTM,JFK,2023-12-31,2023-12-31,1053,2,27,Winter,Sunday
1529,Korean Air,KTM,JFK,2023-12-31,2024-01-01,2679,2,47,Winter,Sunday
1530,China Southern,KTM,JFK,2023-12-31,2024-01-03,2795,2,43,Winter,Sunday
1531,Air India,KTM,JFK,2023-12-31,2024-01-03,1836,1,34,Winter,Sunday
1532,Korean Air,KTM,JFK,2023-12-31,2024-01-03,2223,2,39,Winter,Sunday
1533,Cathay Pacific,KTM,JFK,2023-12-31,2024-01-02,2784,3,48,Winter,Sunday
1534,Air India,KTM,JFK,2023-12-31,2024-01-01,2214,2,41,Winter,Sunday
1535,Turkish Airlines,KTM,JFK,2023-12-31,2023-12-31,1368,2,24,Winter,Sunday
1536,Turkish Airlines,KTM,JFK,2023-12-31,2024-01-02,2679,1,47,Winter,Sunday
1537,Turkish Airlines,KTM,JFK,2023-12-31,2024-01-02,2394,3,42,Winter,Sunday
1538,Qatar Airways,KTM,JFK,2023-12-31,2023-12-31,1050,3,25,Winter,Sunday
1539,China Southern,KTM,JFK,2023-12-31,2024-01-03,1365,3,21,Winter,Sunday
1540,Cathay Pacific,KTM,JFK,2023-12-31,2023-12-31,1914,1,33,Winter,Sunday
1541,Emirates,KTM,JFK,2023-12-31,2024-01-01,1326,3,34,Winter,Sunday
1542,Etihad,KTM,JFK,2023-12-31,2023-12-31,945,1,21,Winter,Sunday
1543,Qatar Airways,KTM,JFK,2023-12-31,2023-12-31,1134,3,27,Winter,Sunday
1544,Qatar Airways,KTM,JFK,2023-12-31,2024-01-02,1428,1,34,Winter,Sunday
1545,Korean Air,KTM,JFK,2023-12-31,2023-12-31,2451,1,43,Winter,Sunday
1546,Cathay Pacific,KTM,JFK,2023-12-31,2023-12-31,1798,2,31,Winter,Sunday
1547,China Southern,KTM,JFK,2023-12-31,2024-01-03,2442,1,33,Winter,Sunday
1548,Emirates,KTM,JFK,2023-12-31,2023-12-31,1950,2,50,Winter,Sunday
1549,Qatar Airways,KTM,JFK,2023-12-31,2024-01-02,1596,2,38,Winter,Sunday
1550,Etihad,KTM,JFK,2023-12-31,2024-01-02,1710,3,38,Winter,Sunday
1551,Etihad,KTM,JFK,2023-12-31,2024-01-02,2205,1,49,Winter,Sunday
1552,Air India,KTM,JFK,2023-12-31,2024-01-02,1728,3,32,Winter,Sunday
1553,Emirates,KTM,JFK,2023-12-31,2024-01-02,1443,2,37,Winter,Sunday
1554,Etihad,KTM,JFK,2023-12-31,2023-12-31,1575,3,35,Winter,Sunday
1555,China Southern,KTM,JFK,2024-01-01,2024-01-03,3182,2,43,Winter,Monday
1556,Qatar Airways,KTM,JFK,2024-01-01,2024-01-01,1472,2,32,Winter,Monday
1557,Cathay Pacific,KTM,JFK,2024-01-01,2024-01-02,2262,1,39,Winter,Monday
1558,China Southern,KTM,JFK,2024-01-01,2024-01-04,2368,1,32,Winter,Monday
1559,China Southern,KTM,JFK,2024-01-01,2024-01-01,1625,1,25,Winter,Monday
1560,Emirates,KTM,JFK,2024-01-01,2024-01-01,858,3,22,Winter,Monday
1561,China Southern,KTM,JFK,2024-01-01,2024-01-03,2516,2,34,Winter,Monday
1562,China Southern,KTM,JFK,2024-01-01,2024-01-01,2664,3,36,Winter,Monday
1563,Etihad,KTM,JFK,2024-01-01,2024-01-02,1215,1,27,Winter,Monday
1564,China Southern,KTM,JFK,2024-01-01,2024-01-03,1430,2,22,Winter,Monday
1565,Etihad,KTM,JFK,2024-01-01,2024-01-02,1305,3,29,Winter,Monday
1566,Korean Air,KTM,JFK,2024-01-01,2024-01-02,1824,1,32,Winter,Monday
1567,China Southern,KTM,JFK,2024-01-01,2024-01-02,1430,3,22,Winter,Monday
1568,Air India,KTM,JFK,2024-01-01,2024-01-04,1620,2,30,Winter,Monday
1569,Korean Air,KTM,JFK,2024-01-01,2024-01-04,2736,2,48,Winter,Monday
1570,Emirates,KTM,JFK,2024-01-01,2024-01-02,1014,1,26,Winter,Monday
1571,Turkish Airlines,KTM,JFK,2024-01-01,2024-01-03,2223,3,39,Winter,Monday
1572,Qatar Airways,KTM,JFK,2024-01-01,2024-01-04,1610,1,35,Winter,Monday
1573,Korean Air,KTM,JFK,2024-01-01,2024-01-02,1254,2,22,Winter,Monday
1574,China Southern,KTM,JFK,2024-01-01,2024-01-02,2925,3,45,Winter,Monday
1575,China Southern,KTM,JFK,2024-01-01,2024-01-02,1924,1,26,Winter,Monday
1576,Korean Air,KTM,JFK,2024-01-01,2024-01-02,2223,1,39,Winter,Monday
1577,Cathay Pacific,KTM,JFK,2024-01-01,2024-01-03,2784,1,48,Winter,Monday
1578,Qatar Airways,KTM,JFK,2024-01-01,2024-01-02,2070,1,45,Winter,Monday
1579,Emirates,KTM,JFK,2024-01-01,2024-01-03,1599,2,41,Winter,Monday
1580,Emirates,KTM,JFK,2024-01-01,2024-01-02,1053,2,27,Winter,Monday
1581,Korean Air,KTM,JFK,2024-01-01,2024-01-01,1938,2,34,Winter,Monday
1582,China Southern,KTM,JFK,2024-01-01,2024-01-03,1690,1,26,Winter,Monday
1583,Air India,KTM,JFK,2024-01-01,2024-01-03,2700,3,50,Winter,Monday
1584,Korean Air,KTM,JFK,2024-01-01,2024-01-02,2622,1,46,Winter,Monday
1585,Cathay Pacific,KTM,JFK,2024-01-01,2024-01-02,1160,3,20,Winter,Monday
1586,Air India,KTM,JFK,2024-01-01,2024-01-01,1458,3,27,Winter,Monday
1587,Turkish Airlines,KTM,JFK,2024-01-01,2024-01-03,2736,2,48,Winter,Monday
1588,Turkish Airlines,KTM,JFK,2024-01-01,2024-01-01,1197,2,21,Winter,Monday
1589,Turkish Airlines,KTM,JFK,2024-01-01,2024-01-01,1824,1,32,Winter,Monday
1590,Etihad,KTM,JFK,2024-01-01,2024-01-01,1530,1,34,Winter,Monday
1591,China Southern,KTM,JFK,2024-01-01,2024-01-01,1950,1,30,Winter,Monday
1592,Cathay Pacific,KTM,JFK,2024-01-01,2024-01-02,2784,2,48,Winter,Monday
1593,Emirates,KTM,JFK,2024-01-01,2024-01-03,1248,3,32,Winter,Monday
1594,Turkish Airlines,KTM,JFK,2024-01-01,2024-01-04,2109,1,37,Winter,Monday
1595,Qatar Airways,KTM,JFK,2024-01-01,2024-01-04,1978,2,43,Winter,Monday
1596,Qatar Airways,KTM,JFK,2024-01-01,2024-01-02,1702,1,37,Winter,Monday
1597,Korean Air,KTM,JFK,2024-01-01,2024-01-02,2394,1,42,Winter,Monday
1598,Air India,KTM,JFK,2024-01-01,2024-01-02,2268,3,42,Winter,Monday
1599,Etihad,KTM,JFK,2024-01-01,2024-01-03,990,1,22,Winter,Monday
1600,Emirates,KTM,JFK,2024-01-01,2024-01-01,1599,2,41,Winter,Monday
1601,Qatar Airways,KTM,JFK,2024-01-01,2024-01-02,1150,3,25,Winter,Monday
1602,Turkish Airlines,KTM,JFK,2024-01-01,2024-01-01,2451,2,43,Winter,Monday
1603,Etihad,KTM,JFK,2024-01-01,2024-01-04,1260,2,28,Winter,Monday
1604,Cathay Pacific,KTM,JFK,2024-01-01,2024-01-02,1740,3,30,Winter,Monday
1605,Emirates,KTM,JFK,2024-01-01,2024-01-03,1911,3,49,Winter,Monday
1606,Etihad,KTM,JFK,2024-01-01,2024-01-03,2250,2,50,Winter,Monday
1607,Air India,KTM,JFK,2024-01-01,2024-01-01,2322,1,43,Winter,Monday
1608,China Southern,KTM,JFK,2024-01-02,2024-01-03,2368,3,32,Winter,Tuesday
1609,Qatar Airways,KTM,JFK,2024-01-02,2024-01-05,1150,1,25,Winter,Tuesday
1610,Cathay Pacific,KTM,JFK,2024-01-02,2024-01-04,1682,2,29,Winter,Tuesday
1611,China Southern,KTM,JFK,2024-01-02,2024-01-02,2738,3,37,Winter,Tuesday
1612,China Southern,KTM,JFK,2024-01-02,2024-01-05,1820,2,28,Winter,Tuesday
1613,Emirates,KTM,JFK,2024-01-02,2024-01-05,1760,1,44,Winter,Tuesday
1614,China Southern,KTM,JFK,2024-01-02,2024-01-05,3478,1,47,Winter,Tuesday
1615,China Southern,KTM,JFK,2024-01-02,2024-01-02,2738,2,37,Winter,Tuesday
1616,Etihad,KTM,JFK,2024-01-02,2024-01-04,1890,1,42,Winter,Tuesday
1617,China Southern,KTM,JFK,2024-01-02,2024-01-05,2730,2,42,Winter,Tuesday
1618,Etihad,KTM,JFK,2024-01-02,2024-01-03,2025,3,45,Winter,Tuesday
1619,Korean Air,KTM,JFK,2024-01-02,2024-01-02,1254,2,22,Winter,Tuesday
1620,China Southern,KTM,JFK,2024-01-02,2024-01-02,2600,1,40,Winter,Tuesday
1621,Air India,KTM,JFK,2024-01-02,2024-01-04,2052,2,38,Winter,Tuesday
1622,Korean Air,KTM,JFK,2024-01-02,2024-01-02,1767,2,31,Winter,Tuesday
1623,Emirates,KTM,JFK,2024-01-02,2024-01-03,1560,2,39,Winter,Tuesday
1624,Turkish Airlines,KTM,JFK,2024-01-02,2024-01-03,1197,3,21,Winter,Tuesday
1625,Qatar Airways,KTM,JFK,2024-01-02,2024-01-03,1978,3,43,Winter,Tuesday
1626,Korean Air,KTM,JFK,2024-01-02,2024-01-02,1482,3,26,Winter,Tuesday
1627,China Southern,KTM,JFK,2024-01-02,2024-01-04,1755,3,27,Winter,Tuesday
1628,China Southern,KTM,JFK,2024-01-02,2024-01-02,3108,3,42,Winter,Tuesday
1629,Korean Air,KTM,JFK,2024-01-02,2024-01-05,1311,1,23,Winter,Tuesday
1630,Cathay Pacific,KTM,JFK,2024-01-02,2024-01-03,1798,3,31,Winter,Tuesday
1631,Qatar Airways,KTM,JFK,2024-01-02,2024-01-02,966,1,21,Winter,Tuesday
1632,Emirates,KTM,JFK,2024-01-02,2024-01-04,2000,3,50,Winter,Tuesday
1633,Emirates,KTM,JFK,2024-01-02,2024-01-05,1160,1,29,Winter,Tuesday
1634,Korean Air,KTM,JFK,2024-01-02,2024-01-03,1425,3,25,Winter,Tuesday
1635,China Southern,KTM,JFK,2024-01-02,2024-01-03,2535,2,39,Winter,Tuesday
1636,Air India,KTM,JFK,2024-01-02,2024-01-05,1080,3,20,Winter,Tuesday
1637,Korean Air,KTM,JFK,2024-01-02,2024-01-05,1881,2,33,Winter,Tuesday
1638,Cathay Pacific,KTM,JFK,2024-01-02,2024-01-04,1682,3,29,Winter,Tuesday
1639,Air India,KTM,JFK,2024-01-02,2024-01-05,1782,3,33,Winter,Tuesday
1640,Turkish Airlines,KTM,JFK,2024-01-02,2024-01-03,1311,1,23,Winter,Tuesday
1641,Turkish Airlines,KTM,JFK,2024-01-02,2024-01-04,2166,1,38,Winter,Tuesday
1642,Turkish Airlines,KTM,JFK,2024-01-02,2024-01-05,2622,3,46,Winter,Tuesday
1643,Etihad,KTM,JFK,2024-01-02,2024-01-02,1035,3,23,Winter,Tuesday
1644,China Southern,KTM,JFK,2024-01-02,2024-01-05,2210,2,34,Winter,Tuesday
1645,Cathay Pacific,KTM,JFK,2024-01-02,2024-01-03,1972,1,34,Winter,Tuesday
1646,Emirates,KTM,JFK,2024-01-02,2024-01-04,1440,2,36,Winter,Tuesday
1647,Turkish Airlines,KTM,JFK,2024-01-02,2024-01-03,1368,3,24,Winter,Tuesday
1648,Qatar Airways,KTM,JFK,2024-01-02,2024-01-05,1104,3,24,Winter,Tuesday
1649,Qatar Airways,KTM,JFK,2024-01-02,2024-01-04,1840,1,40,Winter,Tuesday
1650,Korean Air,KTM,JFK,2024-01-02,2024-01-02,1197,1,21,Winter,Tuesday
1651,Air India,KTM,JFK,2024-01-02,2024-01-03,1242,3,23,Winter,Tuesday
1652,Etihad,KTM,JFK,2024-01-02,2024-01-05,1260,2,28,Winter,Tuesday
1653,Emirates,KTM,JFK,2024-01-02,2024-01-03,1440,2,36,Winter,Tuesday
1654,Qatar Airways,KTM,JFK,2024-01-02,2024-01-04,2208,2,48,Winter,Tuesday
1655,Turkish Airlines,KTM,JFK,2024-01-02,2024-01-04,1881,1,33,Winter,Tuesday
1656,Etihad,KTM,JFK,2024-01-02,2024-01-04,1305,3,29,Winter,Tuesday
1657,Cathay Pacific,KTM,JFK,2024-01-02,2024-01-03,1566,2,27,Winter,Tuesday
1658,Emirates,KTM,JFK,2024-01-02,2024-01-05,1040,1,26,Winter,Tuesday
1659,Etihad,KTM,JFK,2024-01-02,2024-01-02,1260,3,28,Winter,Tuesday
1660,Air India,KTM,JFK,2024-01-02,2024-01-03,1782,1,33,Winter,Tuesday
1661,China Southern,KTM,JFK,2024-01-03,2024-01-03,3700,1,50,Winter,Wednesday
1662,Qatar Airways,KTM,JFK,2024-01-03,2024-01-05,1932,3,42,Winter,Wednesday
1663,Cathay Pacific,KTM,JFK,2024-01-03,2024-01-04,1276,3,22,Winter,Wednesday
1664,China Southern,KTM,JFK,2024-01-03,2024-01-05,3552,2,48,Winter,Wednesday
1665,China Southern,KTM,JFK,2024-01-03,2024-01-05,1625,1,25,Winter,Wednesday
1666,Emirates,KTM,JFK,2024-01-03,2024-01-04,1600,2,40,Winter,Wednesday
1667,China Southern,KTM,JFK,2024-01-03,2024-01-06,1702,1,23,Winter,Wednesday
1668,China Southern,KTM,JFK,2024-01-03,2024-01-03,3182,3,43,Winter,Wednesday
1669,Etihad,KTM,JFK,2024-01-03,2024-01-05,1350,2,30,Winter,Wednesday
1670,China Southern,KTM,JFK,2024-01-03,2024-01-05,2145,3,33,Winter,Wednesday
1671,Etihad,KTM,JFK,2024-01-03,2024-01-05,2250,3,50,Winter,Wednesday
1672,Korean Air,KTM,JFK,2024-01-03,2024-01-06,2052,2,36,Winter,Wednesday
1673,China Southern,KTM,JFK,2024-01-03,2024-01-04,2600,2,40,Winter,Wednesday
1674,Air India,KTM,JFK,2024-01-03,2024-01-05,1458,2,27,Winter,Wednesday
1675,Korean Air,KTM,JFK,2024-01-03,2024-01-04,1368,3,24,Winter,Wednesday
1676,Emirates,KTM,JFK,2024-01-03,2024-01-04,920,3,23,Winter,Wednesday
1677,Turkish Airlines,KTM,JFK,2024-01-03,2024-01-03,2451,1,43,Winter,Wednesday
1678,Qatar Airways,KTM,JFK,2024-01-03,2024-01-04,2162,1,47,Winter,Wednesday
1679,Korean Air,KTM,JFK,2024-01-03,2024-01-04,1482,1,26,Winter,Wednesday
1680,China Southern,KTM,JFK,2024-01-03,2024-01-06,3055,3,47,Winter,Wednesday
1681,China Southern,KTM,JFK,2024-01-03,2024-01-03,2072,3,28,Winter,Wednesday
1682,Korean Air,KTM,JFK,2024-01-03,2024-01-03,1482,2,26,Winter,Wednesday
1683,Cathay Pacific,KTM,JFK,2024-01-03,2024-01-05,2320,1,40,Winter,Wednesday
1684,Qatar Airways,KTM,JFK,2024-01-03,2024-01-03,1196,2,26,Winter,Wednesday
1685,Emirates,KTM,JFK,2024-01-03,2024-01-05,1400,3,35,Winter,Wednesday
1686,Emirates,KTM,JFK,2024-01-03,2024-01-05,1520,2,38,Winter,Wednesday
1687,Korean Air,KTM,JFK,2024-01-03,2024-01-06,1710,1,30,Winter,Wednesday
1688,China Southern,KTM,JFK,2024-01-03,2024-01-03,2080,1,32,Winter,Wednesday
1689,Air India,KTM,JFK,2024-01-03,2024-01-06,1890,1,35,Winter,Wednesday
1690,Korean Air,KTM,JFK,2024-01-03,2024-01-03,1368,1,24,Winter,Wednesday
1691,Cathay Pacific,KTM,JFK,2024-01-03,2024-01-05,2668,2,46,Winter,Wednesday
1692,Air India,KTM,JFK,2024-01-03,2024-01-06,2268,3,42,Winter,Wednesday
1693,Turkish Airlines,KTM,JFK,2024-01-03,2024-01-03,1596,3,28,Winter,Wednesday
1694,Turkish Airlines,KTM,JFK,2024-01-03,2024-01-06,2394,1,42,Winter,Wednesday
1695,Turkish Airlines,KTM,JFK,2024-01-03,2024-01-03,1881,2,33,Winter,Wednesday
1696,Etihad,KTM,JFK,2024-01-03,2024-01-05,1935,3,43,Winter,Wednesday
1697,China Southern,KTM,JFK,2024-01-03,2024-01-03,2600,2,40,Winter,Wednesday
1698,Cathay Pacific,KTM,JFK,2024-01-03,2024-01-03,1276,3,22,Winter,Wednesday
1699,Emirates,KTM,JFK,2024-01-03,2024-01-04,1160,2,29,Winter,Wednesday
1700,Turkish Airlines,KTM,JFK,2024-01-03,2024-01-05,1767,2,31,Winter,Wednesday
1701,Qatar Airways,KTM,JFK,2024-01-03,2024-01-06,1012,3,22,Winter,Wednesday
1702,Qatar Airways,KTM,JFK,2024-01-03,2024-01-04,966,3,21,Winter,Wednesday
1703,Korean Air,KTM,JFK,2024-01-03,2024-01-04,1311,3,23,Winter,Wednesday
1704,Air India,KTM,JFK,2024-01-03,2024-01-03,2538,1,47,Winter,Wednesday
1705,Etihad,KTM,JFK,2024-01-03,2024-01-05,1620,1,36,Winter,Wednesday
1706,Emirates,KTM,JFK,2024-01-03,2024-01-06,800,3,20,Winter,Wednesday
1707,Qatar Airways,KTM,JFK,2024-01-03,2024-01-05,1518,3,33,Winter,Wednesday
1708,Turkish Airlines,KTM,JFK,2024-01-03,2024-01-05,1596,1,28,Winter,Wednesday
1709,Etihad,KTM,JFK,2024-01-03,2024-01-05,1035,2,23,Winter,Wednesday
1710,Cathay Pacific,KTM,JFK,2024-01-03,2024-01-05,2552,1,44,Winter,Wednesday
1711,Emirates,KTM,JFK,2024-01-03,2024-01-05,1840,3,46,Winter,Wednesday
1712,Etihad,KTM,JFK,2024-01-03,2024-01-05,1575,1,35,Winter,Wednesday
1713,Air India,KTM,JFK,2024-01-03,2024-01-04,2376,1,44,Winter,Wednesday
1714,China Southern,KTM,JFK,2024-01-04,2024-01-07,2800,1,40,Winter,Thursday
1715,Qatar Airways,KTM,JFK,2024-01-04,2024-01-04,2024,1,44,Winter,Thursday
1716,Cathay Pacific,KTM,JFK,2024-01-04,2024-01-05,1890,1,35,Winter,Thursday
1717,China Southern,KTM,JFK,2024-01-04,2024-01-04,2450,3,35,Winter,Thursday
1718,China Southern,KTM,JFK,2024-01-04,2024-01-04,3120,3,48,Winter,Thursday
1719,Emirates,KTM,JFK,2024-01-04,2024-01-04,1880,1,47,Winter,Thursday
1720,China Southern,KTM,JFK,2024-01-04,2024-01-06,3430,1,49,Winter,Thursday
1721,China Southern,KTM,JFK,2024-01-04,2024-01-07,2730,1,39,Winter,Thursday
1722,Etihad,KTM,JFK,2024-01-04,2024-01-06,1692,2,36,Winter,Thursday
1723,China Southern,KTM,JFK,2024-01-04,2024-01-05,3250,1,50,Winter,Thursday
1724,Etihad,KTM,JFK,2024-01-04,2024-01-04,2256,1,48,Winter,Thursday
1725,Korean Air,KTM,JFK,2024-01-04,2024-01-06,1080,3,20,Winter,Thursday
1726,China Southern,KTM,JFK,2024-01-04,2024-01-04,2210,3,34,Winter,Thursday
1727,Air India,KTM,JFK,2024-01-04,2024-01-05,2160,3,40,Winter,Thursday
1728,Korean Air,KTM,JFK,2024-01-04,2024-01-07,1998,1,37,Winter,Thursday
1729,Emirates,KTM,JFK,2024-01-04,2024-01-05,1960,1,49,Winter,Thursday
1730,Turkish Airlines,KTM,JFK,2024-01-04,2024-01-04,1728,3,32,Winter,Thursday
1731,Qatar Airways,KTM,JFK,2024-01-04,2024-01-05,2300,3,50,Winter,Thursday
1732,Korean Air,KTM,JFK,2024-01-04,2024-01-06,2376,1,44,Winter,Thursday
1733,China Southern,KTM,JFK,2024-01-04,2024-01-05,2470,1,38,Winter,Thursday
1734,China Southern,KTM,JFK,2024-01-04,2024-01-05,2800,1,40,Winter,Thursday
1735,Korean Air,KTM,JFK,2024-01-04,2024-01-05,2106,3,39,Winter,Thursday
1736,Cathay Pacific,KTM,JFK,2024-01-04,2024-01-07,1458,1,27,Winter,Thursday
1737,Qatar Airways,KTM,JFK,2024-01-04,2024-01-05,1748,2,38,Winter,Thursday
1738,Emirates,KTM,JFK,2024-01-04,2024-01-05,1040,3,26,Winter,Thursday
1739,Emirates,KTM,JFK,2024-01-04,2024-01-06,1040,3,26,Winter,Thursday
1740,Korean Air,KTM,JFK,2024-01-04,2024-01-06,1998,1,37,Winter,Thursday
1741,China Southern,KTM,JFK,2024-01-04,2024-01-04,1755,1,27,Winter,Thursday
1742,Air India,KTM,JFK,2024-01-04,2024-01-06,1080,3,20,Winter,Thursday
1743,Korean Air,KTM,JFK,2024-01-04,2024-01-06,2376,1,44,Winter,Thursday
1744,Cathay Pacific,KTM,JFK,2024-01-04,2024-01-07,1134,2,21,Winter,Thursday
1745,Air India,KTM,JFK,2024-01-04,2024-01-05,2160,3,40,Winter,Thursday
1746,Turkish Airlines,KTM,JFK,2024-01-04,2024-01-06,2430,3,45,Winter,Thursday
1747,Turkish Airlines,KTM,JFK,2024-01-04,2024-01-07,1242,3,23,Winter,Thursday
1748,Turkish Airlines,KTM,JFK,2024-01-04,2024-01-06,2484,2,46,Winter,Thursday
1749,Etihad,KTM,JFK,2024-01-04,2024-01-06,1269,3,27,Winter,Thursday
1750,China Southern,KTM,JFK,2024-01-04,2024-01-05,1430,2,22,Winter,Thursday
1751,Cathay Pacific,KTM,JFK,2024-01-04,2024-01-05,1458,3,27,Winter,Thursday
1752,Emirates,KTM,JFK,2024-01-04,2024-01-07,880,1,22,Winter,Thursday
1753,Turkish Airlines,KTM,JFK,2024-01-04,2024-01-05,1782,3,33,Winter,Thursday
1754,Qatar Airways,KTM,JFK,2024-01-04,2024-01-07,1472,1,32,Winter,Thursday
1755,Qatar Airways,KTM,JFK,2024-01-04,2024-01-05,1794,2,39,Winter,Thursday
1756,Korean Air,KTM,JFK,2024-01-04,2024-01-04,2484,2,46,Winter,Thursday
1757,Air India,KTM,JFK,2024-01-04,2024-01-07,2052,1,38,Winter,Thursday
1758,Etihad,KTM,JFK,2024-01-04,2024-01-06,1833,2,39,Winter,Thursday
1759,Emirates,KTM,JFK,2024-01-04,2024-01-07,1920,1,48,Winter,Thursday
1760,Qatar Airways,KTM,JFK,2024-01-04,2024-01-06,1104,3,24,Winter,Thursday
1761,Turkish Airlines,KTM,JFK,2024-01-04,2024-01-04,1350,2,25,Winter,Thursday
1762,Etihad,KTM,JFK,2024-01-04,2024-01-07,2209,1,47,Winter,Thursday
1763,Cathay Pacific,KTM,JFK,2024-01-04,2024-01-07,2052,3,38,Winter,Thursday
1764,Emirates,KTM,JFK,2024-01-04,2024-01-07,1200,3,30,Winter,Thursday
1765,Etihad,KTM,JFK,2024-01-04,2024-01-04,1927,1,41,Winter,Thursday
1766,Air India,KTM,JFK,2024-01-04,2024-01-07,1782,1,33,Winter,Thursday
1767,Qatar Airways,KTM,JFK,2024-01-05,2024-01-07,1333,1,31,Winter,Friday
1768,China Southern,KTM,JFK,2024-01-05,2024-01-08,1836,3,27,Winter,Friday
